Year,Firstname,Lastname,Category,Prize_Share,Motivation,Laureate_Id,Gender,Birth_Date,Birth_Country,Birth_City,Birth_Country_Code,Death_Date,Death_Country,Death_City,Death_Country_Code,Organization_Name,Organization_City,Organization_Country,Birth_Year
2000,Daniel L.,McFadden,Economics,2,for his development of theory and methods for analyzing discrete choice,733,male,1937-07-29,USA,Raleigh NC,US,,,,,University of California,Berkeley CA,USA,1937
2000,James J.,Heckman,Economics,2,for his development of theory and methods for analyzing selective samples,732,male,1944-04-19,USA,Chicago IL,US,,,,,University of Chicago,Chicago IL,USA,1944
2000,Hideki,Shirakawa,Chemistry,3,for the discovery and development of conductive polymers,731,male,1936-08-20,Japan,Tokyo,JP,,,,,University of Tsukuba,Tsukuba,Japan,1936
2000,Alan,Heeger,Chemistry,3,for the discovery and development of conductive polymers,729,male,1936-01-22,USA,Sioux City IA,US,,,,,University of California,Santa Barbara CA,USA,1936
2000,Paul,Greengard,Medicine,3,for their discoveries concerning signal transduction in the nervous system,723,male,1925-12-11,USA,New York NY,US,2019-04-13,USA,New York NY,US,Rockefeller University,New York NY,USA,1925
2000,Herbert,Kroemer,Physics,4,for developing semiconductor heterostructures used in high-speed- and opto-electronics,727,male,1928-08-25,Germany,Weimar,DE,,,,,University of California,Santa Barbara CA,USA,1928
2000,Zhores,Alferov,Physics,4,for developing semiconductor heterostructures used in high-speed- and opto-electronics,726,male,1930-03-15,USSR (now Belarus),Vitebsk Belorussia,BY,2019-03-01,Russia,St. Petersburg,RU,A.F. Ioffe Physico-Technical Institute,St. Petersburg,Russia,1930
2000,Kim,Dae-jung,Peace,1,for his work for democracy and human rights in South Korea and in East Asia in general and for peace and reconciliation with North Korea in particular,725,male,1925-12-03,Korea (now South Korea),Mokpo,KR,2009-08-18,,,,,,,1925
2000,Eric,Kandel,Medicine,3,for their discoveries concerning signal transduction in the nervous system,724,male,1929-11-07,Austria,Vienna,AT,,,,,Columbia University,New York NY,USA,1929
2000,Arvid,Carlsson,Medicine,3,for their discoveries concerning signal transduction in the nervous system,722,male,1923-01-25,Sweden,Uppsala,SE,2018-06-29,Sweden,Gothenburg,SE,Göteborg University,Gothenburg,Sweden,1923
2000,Jack,Kilby,Physics,2,for his part in the invention of the integrated circuit,728,male,1923-11-08,USA,Jefferson City MO,US,2005-06-20,USA,Dallas TX,US,Texas Instruments,Dallas TX,USA,1923
2001,George A.,Akerlof,Economics,3,for their analyses of markets with asymmetric information,744,male,1940-06-17,USA,New Haven CT,US,,,,,University of California,Berkeley CA,USA,1940
2001,Kofi,Annan,Peace,2,for their work for a better organized and more peaceful world,749,male,1938-04-08,Gold Coast (now Ghana),Kumasi,GH,2018-08-18,Switzerland,Bern,CH,,,,1938
2001,United Nations,,Peace,2,for their work for a better organized and more peaceful world,748,org,,,,,,,,,,,,1945
2001,V. S.,Naipaul,Literature,1,for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories,747,male,1932-08-17,Trinidad and Tobago,Chaguanas,TT,2018-08-11,United Kingdom,London,GB,,,,1932
2001,Joseph E.,Stiglitz,Economics,3,for their analyses of markets with asymmetric information,746,male,1943-02-09,USA,Gary IN,US,,,,,Columbia University,New York NY,USA,1943
2001,A. Michael,Spence,Economics,3,for their analyses of markets with asymmetric information,745,male,,USA,Montclair NJ,US,,,,,Stanford University,Stanford CA,USA,1943
2001,Barry,Sharpless,Chemistry,2,for his work on chirally catalysed oxidation reactions,743,male,1941-04-28,USA,Philadelphia PA,US,,,,,Scripps Research,La Jolla CA,USA,1941
2001,Ryoji,Noyori,Chemistry,4,for their work on chirally catalysed hydrogenation reactions,742,male,1938-09-03,Japan,Kobe,JP,,,,,Nagoya University,Nagoya,Japan,1938
2001,William,Knowles,Chemistry,4,for their work on chirally catalysed hydrogenation reactions,741,male,1917-06-01,USA,Taunton MA,US,2012-06-13,USA,Chesterfield MO,US,,,,1917
2001,Carl,Wieman,Physics,3,for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates,740,male,1951-03-26,USA,Corvallis OR,US,,,,,University of Colorado JILA,Boulder CO,USA,1951
2001,Wolfgang,Ketterle,Physics,3,for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates,739,male,1957-10-21,West Germany (now Germany),Heidelberg,DE,,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1957
2001,Eric,Cornell,Physics,3,for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates,738,male,1961-12-19,USA,Palo Alto CA,US,,,,,University of Colorado JILA,Boulder CO,USA,1961
2001,Sir Paul,Nurse,Medicine,3,for their discoveries of key regulators of the cell cycle,737,male,1949-01-25,United Kingdom,Norwich,GB,,,,,Imperial Cancer Research Fund,London,United Kingdom,1949
2001,Tim,Hunt,Medicine,3,for their discoveries of key regulators of the cell cycle,736,male,1943-02-19,United Kingdom,Neston,GB,,,,,Imperial Cancer Research Fund,London,United Kingdom,1943
2001,Leland,Hartwell,Medicine,3,for their discoveries of key regulators of the cell cycle,735,male,1939-10-30,USA,Los Angeles CA,US,,,,,Fred Hutchinson Cancer Research Center,Seattle WA,USA,1939
2002,Jimmy,Carter,Peace,1,for his decades of untiring effort to find peaceful solutions to international conflicts to advance democracy and human rights and to promote economic and social development,762,male,1924-10-01,USA,Plains GA,US,,,,,,,,1924
2002,Imre,Kertész,Literature,1,for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history,761,male,1929-11-09,Hungary,Budapest,HU,2016-03-31,Hungary,Budapest,HU,,,,1929
2002,Daniel,Kahneman,Economics,2,for having integrated insights from psychological research into economic science especially concerning human judgment and decision-making under uncertainty,759,male,1934-03-05,British Mandate of Palestine (now Israel),Tel Aviv,IL,,,,,Princeton University,Princeton NJ,USA,1934
2002,Kurt,Wüthrich,Chemistry,2,for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution,758,male,1938-10-04,Switzerland,Aarberg,CH,,,,,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,1938
2002,Koichi,Tanaka,Chemistry,4,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules,757,male,1959-08-03,Japan,Toyama City,JP,,,,,Shimadzu Corp.,Kyoto,Japan,1959
2002,John B.,Fenn,Chemistry,4,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules,756,male,1917-06-15,USA,New York NY,US,2010-12-10,USA,Richmond VA,US,Virginia Commonwealth University,Richmond VA,USA,1917
2002,Vernon L.,Smith,Economics,2,for having established laboratory experiments as a tool in empirical economic analysis especially in the study of alternative market mechanisms,760,male,1927-01-01,USA,Wichita KS,US,,,,,George Mason University,Fairfax VA,USA,1927
2002,Masatoshi,Koshiba,Physics,4,for pioneering contributions to astrophysics in particular for the detection of cosmic neutrinos,754,male,1926-09-19,Japan,Toyohashi,JP,2020-11-12,Japan,Tokyo,JP,University of Tokyo,Tokyo,Japan,1926
2002,Raymond,Davis Jr.,Physics,4,for pioneering contributions to astrophysics in particular for the detection of cosmic neutrinos,753,male,1914-10-14,USA,Washington D.C.,US,2006-05-31,USA,Blue Point NY,US,University of Pennsylvania,Philadelphia PA,USA,1914
2002,John E.,Sulston,Medicine,3,for their discoveries concerning genetic regulation of organ development and programmed cell death',752,male,1942-03-27,United Kingdom,Cambridge,GB,2018-03-06,United Kingdom,Stapleford Cambridgeshire,GB,The Wellcome Trust Sanger Institute,Cambridge,United Kingdom,1942
2002,H. Robert,Horvitz,Medicine,3,for their discoveries concerning genetic regulation of organ development and programmed cell death',751,male,1947-05-08,USA,Chicago IL,US,,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1947
2002,Sydney,Brenner,Medicine,3,for their discoveries concerning genetic regulation of organ development and programmed cell death',750,male,1927-01-13,South Africa,Germiston,ZA,2019-04-05,Singapore,,SG,The Molecular Sciences Institute,Berkeley CA,USA,1927
2002,Riccardo,Giacconi,Physics,2,for pioneering contributions to astrophysics which have led to the discovery of cosmic X-ray sources,755,male,1931-10-06,Italy,Genoa,IT,2018-12-16,USA,La Jolla CA,US,Associated Universities Inc.,Washington D.C.,USA,1931
2003,Shirin,Ebadi,Peace,1,for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children,773,female,1947-06-21,Iran,Hamadan,IR,,,,,,,,1947
2003,Clive W.J.,Granger,Economics,2,for methods of analyzing economic time series with common trends (cointegration),772,male,1934-09-04,United Kingdom,Swansea,GB,2009-05-27,USA,San Diego CA,US,University of California,San Diego CA,USA,1934
2003,Robert F.,Engle III,Economics,2,for methods of analyzing economic time series with time-varying volatility (ARCH),771,male,1942-11-10,USA,Syracuse NY,US,,,,,New York University,New York NY,USA,1942
2003,Roderick,MacKinnon,Chemistry,2,for structural and mechanistic studies of ion channels,770,male,1956-02-19,USA,Burlington MA,US,,,,,Rockefeller University,New York NY,USA,1956
2003,Peter,Agre,Chemistry,2,for the discovery of water channels,769,male,1949-01-30,USA,Northfield MN,US,,,,,Johns Hopkins University School of Medicine,Baltimore MD,USA,1949
2003,Anthony J.,Leggett,Physics,3,for pioneering contributions to the theory of superconductors and superfluids,768,male,1938-03-26,United Kingdom,London,GB,,,,,University of Illinois,Urbana IL,USA,1938
2003,Vitaly L.,Ginzburg,Physics,3,for pioneering contributions to the theory of superconductors and superfluids,767,male,1916-10-04,Russia,Moscow,RU,2009-11-08,,,,P.N. Lebedev Physical Institute,Moscow,Russia,1916
2003,Sir Peter,Mansfield,Medicine,2,for their discoveries concerning magnetic resonance imaging,765,male,1933-10-09,United Kingdom,London,GB,2017-02-08,,,,University of Nottingham School of Physics and Astronomy,Nottingham,United Kingdom,1933
2003,Paul C.,Lauterbur,Medicine,2,for their discoveries concerning magnetic resonance imaging,764,male,1929-05-06,USA,Sidney OH,US,2007-03-27,USA,Urbana IL,US,University of Illinois,Urbana IL,USA,1929
2003,J. M.,Coetzee,Literature,1,who in innumerable guises portrays the surprising involvement of the outsider,763,male,1940-02-09,South Africa,Cape Town,ZA,,,,,,,,1940
2003,Alexei,Abrikosov,Physics,3,for pioneering contributions to the theory of superconductors and superfluids,766,male,1928-06-25,USSR (now Russia),Moscow,RU,2017-03-29,,,,Argonne National Laboratory,Argonne IL,USA,1928
2004,Edward C.,Prescott,Economics,2,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,787,male,1940-12-26,USA,Glens Falls NY,US,2022-11-06,USA,Paradise Valley AZ,US,Arizona State University,Tempe AZ,USA,1940
2004,Irwin,Rose,Chemistry,3,for the discovery of ubiquitin-mediated protein degradation,781,male,1926-07-16,USA,Brooklyn NY,US,2015-06-03,USA,Deerfield MA,US,University of California,Irvine CA,USA,1926
2004,Finn E.,Kydland,Economics,2,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,786,male,1943-12-01,Norway,Gjesdal,NO,,,,,Carnegie Mellon University,Pittsburgh PA,USA,1943
2004,Wangari,Maathai,Peace,1,for her contribution to sustainable development democracy and peace,783,female,1940-04-01,Kenya,Nyeri,KE,2011-09-25,Kenya,Nairobi,KE,,,,1940
2004,Elfriede,Jelinek,Literature,1,for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power,782,female,1946-10-20,Austria,Mürzzuschlag,AT,,,,,,,,1946
2004,Avram,Hershko,Chemistry,3,for the discovery of ubiquitin-mediated protein degradation,780,male,1937-12-31,Hungary,Karcag,HU,,,,,Technion - Israel Institute of Technology,Haifa,Israel,1937
2004,David J.,Gross,Physics,3,for the discovery of asymptotic freedom in the theory of the strong interaction,776,male,1941-02-19,USA,Washington D.C.,US,,,,,University of California Kavli Institute for Theoretical Physics,Santa Barbara CA,USA,1941
2004,Frank,Wilczek,Physics,3,for the discovery of asymptotic freedom in the theory of the strong interaction,778,male,1951-05-15,USA,New York NY,US,,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1951
2004,H. David,Politzer,Physics,3,for the discovery of asymptotic freedom in the theory of the strong interaction,777,male,1949-08-31,USA,New York NY,US,,,,,California Institute of Technology (Caltech),Pasadena CA,USA,1949
2004,Linda B.,Buck,Medicine,2,for their discoveries of odorant receptors and the organization of the olfactory system,775,female,1947-01-29,USA,Seattle WA,US,,,,,Fred Hutchinson Cancer Research Center,Seattle WA,USA,1947
2004,Richard,Axel,Medicine,2,for their discoveries of odorant receptors and the organization of the olfactory system,774,male,1946-07-02,USA,New York NY,US,,,,,Columbia University,New York NY,USA,1946
2004,Aaron,Ciechanover,Chemistry,3,for the discovery of ubiquitin-mediated protein degradation,779,male,1947-10-01,British Protectorate of Palestine (now Israel),Haifa,IL,,,,,Technion - Israel Institute of Technology,Haifa,Israel,1947
2005,Harold,Pinter,Literature,1,who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms,801,male,1930-10-10,United Kingdom,London,GB,2008-12-24,United Kingdom,London,GB,,,,1930
2005,Thomas C.,Schelling,Economics,2,for having enhanced our understanding of conflict and cooperation through game-theory analysis,800,male,1921-04-14,USA,Oakland CA,US,2016-12-13,USA,Bethesda MD,US,University of Maryland Department of Economics and School of Public Policy,College Park MD,USA,1921
2005,Mohamed,ElBaradei,Peace,2,for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way,798,male,1942-06-17,Egypt,Cairo,EG,,,,,,,,1942
2005,International Atomic Energy Agency,,Peace,2,for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way,797,org,,,,,,,,,,,,1957
2005,Richard R.,Schrock,Chemistry,3,for the development of the metathesis method in organic synthesis,796,male,1945-01-04,USA,Berne IN,US,,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1945
2005,Robert H.,Grubbs,Chemistry,3,for the development of the metathesis method in organic synthesis,795,male,1942-02-27,USA,Possum Trot KY,US,2021-12-19,USA,Duarte CA,US,California Institute of Technology (Caltech),Pasadena CA,USA,1942
2005,Robert J.,Aumann,Economics,2,for having enhanced our understanding of conflict and cooperation through game-theory analysis,799,male,1930-06-08,Germany,Frankfurt-on-the-Main,DE,,,,,University of Jerusalem Center for RationalityHebrew,Jerusalem,Israel,1930
2005,Theodor W.,Hänsch,Physics,4,for their contributions to the development of laser-based precision spectroscopy including the optical frequency comb technique,793,male,1941-10-30,Germany,Heidelberg,DE,,,,,Max-Planck-Institut für Quantenoptik,Garching,Germany,1941
2005,John L.,Hall,Physics,4,for their contributions to the development of laser-based precision spectroscopy including the optical frequency comb technique,792,male,1934-08-21,USA,Denver CO,US,,,,,University of Colorado JILA,Boulder CO,USA,1934
2005,Roy J.,Glauber,Physics,2,for his contribution to the quantum theory of optical coherence,791,male,1925-09-01,USA,New York NY,US,2018-12-26,USA,Newton MA,US,Harvard University,Cambridge MA,USA,1925
2005,J. Robin,Warren,Medicine,2,for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease,790,male,1937-06-11,Australia,Adelaide,AU,,,,,,,,1937
2005,Barry J.,Marshall,Medicine,2,for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease,789,male,1951-09-30,Australia,Kalgoorlie,AU,,,,,NHMRC Helicobacter pylori Research Laboratory QEII Medical Centre,Nedlands,Australia,1951
2005,Yves,Chauvin,Chemistry,3,for the development of the metathesis method in organic synthesis,794,male,1930-10-10,Belgium,Menin,BE,2015-01-27,France,Tours,FR,Institut Français du Pétrole,Rueil-Malmaison,France,1930
2006,Grameen Bank,,Peace,2,for their efforts to create economic and social development from below,810,org,,,,,,,,,,,,1976
2006,Muhammad,Yunus,Peace,2,for their efforts to create economic and social development from below,809,male,1940-06-28,British India (now Bangladesh),Chittagong,BD,,,,,,,,1940
2006,Orhan,Pamuk,Literature,1,who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures,808,male,1952-06-07,Turkey,Istanbul,TR,,,,,,,,1952
2006,Edmund S.,Phelps,Economics,1,for his analysis of intertemporal tradeoffs in macroeconomic policy,807,male,1933-07-26,USA,Evanston IL,US,,,,,Columbia University,New York NY,USA,1933
2006,Roger D.,Kornberg,Chemistry,1,for his studies of the molecular basis of eukaryotic transcription,806,male,1947-04-24,USA,St. Louis MO,US,,,,,Stanford University,Stanford CA,USA,1947
2006,George F.,Smoot,Physics,2,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,805,male,1945-02-20,USA,Yukon FL,US,,,,,University of California,Berkeley CA,USA,1945
2006,Craig C.,Mello,Medicine,2,for their discovery of RNA interference - gene silencing by double-stranded RNA,803,male,1960-10-18,USA,New Haven CT,US,,,,,University of Massachusetts Medical School,Worcester MA,USA,1960
2006,Andrew Z.,Fire,Medicine,2,for their discovery of RNA interference - gene silencing by double-stranded RNA,802,male,1959-04-27,USA,Stanford CA,US,,,,,Stanford University School of Medicine,Stanford CA,USA,1959
2006,John C.,Mather,Physics,2,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,804,male,1946-08-07,USA,Roanoke VA,US,,,,,NASA Goddard Space Flight Center,Greenbelt MD,USA,1946
2007,Roger B.,Myerson,Economics,3,for having laid the foundations of mechanism design theory,822,male,1951-03-29,USA,Boston MA,US,,,,,University of Chicago,Chicago IL,USA,1951
2007,Eric S.,Maskin,Economics,3,for having laid the foundations of mechanism design theory,821,male,1950-12-12,USA,New York NY,US,,,,,Institute for Advanced Study,Princeton NJ,USA,1950
2007,Leonid,Hurwicz,Economics,3,for having laid the foundations of mechanism design theory,820,male,1917-08-21,Russia,Moscow,RU,2008-06-24,USA,Minneapolis MN,US,University of Minnesota,Minneapolis MN,USA,1917
2007,Al,Gore,Peace,2,for their efforts to build up and disseminate greater knowledge about man-made climate change and to lay the foundations for the measures that are needed to counteract such change,819,male,1948-03-31,USA,Washington D.C.,US,,,,,,,,1948
2007,Intergovernmental Panel on Climate Change,,Peace,2,for their efforts to build up and disseminate greater knowledge about man-made climate change and to lay the foundations for the measures that are needed to counteract such change,818,org,,,,,,,,,,,,1988
2007,Gerhard,Ertl,Chemistry,1,for his studies of chemical processes on solid surfaces,816,male,1936-10-10,Germany,Bad Cannstatt,DE,,,,,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,1936
2007,Doris,Lessing,Literature,1,that epicist of the female experience who with scepticism fire and visionary power has subjected a divided civilisation to scrutiny,817,female,1919-10-22,Persia (now Iran),Kermanshah,IR,2013-11-17,United Kingdom,London,GB,,,,1919
2007,Albert,Fert,Physics,2,for the discovery of Giant Magnetoresistance,814,male,1938-03-07,France,Carcassonne,FR,,,,,Universit&eacute; Paris-Sud,Orsay,France,1938
2007,Oliver,Smithies,Medicine,3,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,813,male,1925-06-23,United Kingdom,Halifax,GB,2017-01-10,USA,Chapel Hill NC,US,University of North Carolina,Chapel Hill NC,USA,1925
2007,Sir Martin J.,Evans,Medicine,3,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,812,male,1941-01-01,United Kingdom,Stroud,GB,,,,,Cardiff University,Cardiff,United Kingdom,1941
2007,Mario R.,Capecchi,Medicine,3,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,811,male,1937-10-06,Italy,Verona,IT,,,,,University of Utah,Salt Lake City UT,USA,1937
2007,Peter,Grünberg,Physics,2,for the discovery of Giant Magnetoresistance,815,male,1939-05-18,Czechoslovakia (now Czech Republic),Plzen,CZ,2018-04-09,Germany,Jülich,DE,Forschungszentrum J&uuml;lich,Jülich,Germany,1939
2008,Martti,Ahtisaari,Peace,1,for his important efforts on several continents and over more than three decades to resolve international conflicts,833,male,1937-06-23,Finland,Viipuri (now Vyborg),FI,,,,,,,,1937
2008,Jean-Marie Gustave,Le Clézio,Literature,1,author of new departures poetic adventure and sensual ecstasy explorer of a humanity beyond and below the reigning civilization,832,male,1940-04-13,France,Nice,FR,,,,,,,,1940
2008,Roger Y.,Tsien,Chemistry,3,for the discovery and development of the green fluorescent protein GFP,831,male,1952-02-01,USA,New York NY,US,2016-08-24,USA,Eugene OR,US,University of California,San Diego CA,USA,1952
2008,Martin,Chalfie,Chemistry,3,for the discovery and development of the green fluorescent protein GFP,830,male,1947-01-15,USA,Chicago IL,US,,,,,Columbia University,New York NY,USA,1947
2008,Osamu,Shimomura,Chemistry,3,for the discovery and development of the green fluorescent protein GFP,829,male,1928-08-27,Japan,Kyoto,JP,2018-10-19,Japan,Nagasaki,JP,Marine Biological Laboratory (MBL),Woods Hole MA,USA,1928
2008,Toshihide,Maskawa,Physics,4,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,828,male,1940-02-07,Japan,Nagoya,JP,2021-07-23,Japan,Kyoto,JP,Kyoto Sangyo University,Kyoto,Japan,1940
2008,Paul,Krugman,Economics,1,for his analysis of trade patterns and location of economic activity,834,male,1953-02-28,USA,New York NY,US,,,,,Princeton University,Princeton NJ,USA,1953
2008,Yoichiro,Nambu,Physics,2,for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics,826,male,1921-01-18,Japan,Tokyo,JP,2015-07-05,Japan,Osaka,JP,Enrico Fermi Institute University of Chicago,Chicago IL,USA,1921
2008,Luc,Montagnier,Medicine,4,for their discovery of human immunodeficiency virus,825,male,1932-08-18,France,Chabris,FR,2022-02-08,France,Paris,FR,World Foundation for AIDS Research and Prevention,Paris,France,1932
2008,Françoise,Barré-Sinoussi,Medicine,4,for their discovery of human immunodeficiency virus,824,female,1947-07-30,France,Paris,FR,,,,,Regulation of Retroviral Infections Unit Virology Department Institut Pasteur,Paris,France,1947
2008,Harald,zur Hausen,Medicine,2,for his discovery of human papilloma viruses causing cervical cancer,823,male,1936-03-11,Germany,Gelsenkirchen,DE,,,,,German Cancer Research Center,Heidelberg,Germany,1936
2008,Makoto,Kobayashi,Physics,4,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,827,male,1944-04-07,Japan,Nagoya,JP,,,,,High Energy Accelerator Research Organization (KEK),Tsukuba,Japan,1944
2009,Oliver E.,Williamson,Economics,2,for his analysis of economic governance especially the boundaries of the firm,847,male,1932-09-27,USA,Superior WI,US,,,,,University of California,Berkeley CA,USA,1932
2009,Elinor,Ostrom,Economics,2,for her analysis of economic governance especially the commons,846,female,1933-08-07,USA,Los Angeles CA,US,2012-06-12,USA,Bloomington IN,US,Indiana University,Bloomington IN,USA,1933
2009,Barack,Obama,Peace,1,for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples,845,male,1961-08-04,USA,Honolulu HI,US,,,,,,,,1961
2009,Herta,Müller,Literature,1,who with the concentration of poetry and the frankness of prose depicts the landscape of the dispossessed,844,female,1953-08-17,Romania,Nitzkydorf Banat,RO,,,,,,,,1953
2009,Ada E.,Yonath,Chemistry,3,for studies of the structure and function of the ribosome,843,female,1939-06-22,British Mandate of Palestine (now Israel),Jerusalem,IL,,,,,Weizmann Institute of Science,Rehovot,Israel,1939
2009,Thomas A.,Steitz,Chemistry,3,for studies of the structure and function of the ribosome,842,male,1940-08-23,USA,Milwaukee WI,US,2018-08-23,USA,Branford CT,US,Yale University,New Haven CT,USA,1940
2009,Venkatraman,Ramakrishnan,Chemistry,3,for studies of the structure and function of the ribosome,841,male,,India,Chidambaram Tamil Nadu,IN,,,,,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,1952
2009,George E.,Smith,Physics,4,for the invention of an imaging semiconductor circuit - the CCD sensor,840,male,1930-05-10,USA,White Plains NY,US,,,,,Bell Laboratories,Murray Hill NJ,USA,1930
2009,Charles K.,Kao,Physics,2,for groundbreaking achievements concerning the transmission of light in fibers for optical communication,838,male,1933-11-04,China,Shanghai,CN,2018-09-23,,Hong Kong,,Standard Telecommunication Laboratories,Harlow,United Kingdom,1933
2009,Jack W.,Szostak,Medicine,3,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,837,male,1952-11-09,United Kingdom,London,GB,,,,,Harvard Medical School,Boston MA,USA,1952
2009,Carol W.,Greider,Medicine,3,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,836,female,1961-04-15,USA,San Diego CA,US,,,,,Johns Hopkins University School of Medicine,Baltimore MD,USA,1961
2009,Elizabeth H.,Blackburn,Medicine,3,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,835,female,1948-11-26,Australia,Hobart Tasmania,AU,,,,,University of California,San Francisco CA,USA,1948
2009,Willard S.,Boyle,Physics,4,for the invention of an imaging semiconductor circuit - the CCD sensor,839,male,1924-08-19,Canada,Amherst NS,CA,2011-05-07,Canada,Truro NS,CA,Bell Laboratories,Murray Hill NJ,USA,1924
2010,Dale T.,Mortensen,Economics,3,for their analysis of markets with search frictions,857,male,1939-02-02,USA,Enterprise OR,US,2014-01-09,USA,Wilmette IL,US,Northwestern University,Evanston IL,USA,1939
2010,Mario,Vargas Llosa,Literature,1,for his cartography of structures of power and his trenchant images of the individual's resistance revolt and defeat,854,male,1936-03-28,Peru,Arequipa,PE,,,,,,,,1936
2010,Christopher A.,Pissarides,Economics,3,for their analysis of markets with search frictions,858,male,1948-02-20,Cyprus,Nicosia,CY,,,,,London School of Economics and Political Science,London,United Kingdom,1948
2010,Xiaobo,Liu,Peace,1,for his long and non-violent struggle for fundamental human rights in China,855,male,1955-12-28,China,Changchun,CN,2017-07-13,China,Shenyang,CN,,,,1955
2010,Akira,Suzuki,Chemistry,3,for palladium-catalyzed cross couplings in organic synthesis,853,male,1930-09-12,Japan,Mukawa,JP,,,,,Hokkaido University,Sapporo,Japan,1930
2010,Peter A.,Diamond,Economics,3,for their analysis of markets with search frictions,856,male,1940-04-29,USA,New York NY,US,,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1940
2010,Richard F.,Heck,Chemistry,3,for palladium-catalyzed cross couplings in organic synthesis,851,male,1931-08-15,USA,Springfield MA,US,2015-10-09,Philippines,Manila,PH,University of Delaware,,USA,1931
2010,Konstantin,Novoselov,Physics,2,for groundbreaking experiments regarding the two-dimensional material graphene,850,male,1974-08-23,Russia,Nizhny Tagil,RU,,,,,University of Manchester,Manchester,United Kingdom,1974
2010,Andre,Geim,Physics,2,for groundbreaking experiments regarding the two-dimensional material graphene,849,male,1958-10-21,Russia,Sochi,RU,,,,,University of Manchester,Manchester,United Kingdom,1958
2010,Robert G.,Edwards,Medicine,1,for the development of in vitro fertilization,848,male,1925-09-27,United Kingdom,Batley,GB,2013-04-10,United Kingdom,Cambridge,GB,University of Cambridge,Cambridge,United Kingdom,1925
2010,Ei-ichi,Negishi,Chemistry,3,for palladium-catalyzed cross couplings in organic synthesis,852,male,1935-07-14,China,Changchun,CN,2021-06-06,USA,Indianapolis IN,US,Purdue University,West Lafayette IN,USA,1935
2011,Christopher A.,Sims,Economics,2,for their empirical research on cause and effect in the macroeconomy,873,male,1942-10-21,USA,Washington D.C.,US,,,,,Princeton University,Princeton NJ,USA,1942
2011,Tawakkol,Karman,Peace,3,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,871,female,1979-02-07,Yemen,Ta'izz,YE,,,,,,,,1979
2011,Leymah,Gbowee,Peace,3,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,870,female,1972-02-01,Liberia,Monrovia,LR,,,,,,,,1972
2011,Ellen,Johnson Sirleaf,Peace,3,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,869,female,1938-10-29,Liberia,Monrovia,LR,,,,,,,,1938
